0 0.00000000 0.00000000
0 1.00000000 0.00000000
1 0.00000000 0.00000000
1 1.00000000 0.00000000
2 0.00000000 0.00000000
2 1.00000000 0.00000000
3 0.00000000 0.00000000
3 1.00000000 0.00000000
4 0.00000000 0.00000000
4 1.00000000 0.00000000
5 0.00000000 0.00000000
5 1.00000000 0.00000000
6 0.00000000 0.00000000
6 1.00000000 0.00000000
7 0.00000000 0.00000000
7 1.00000000 0.00000000
8 0.00000000 0.00000000
8 1.00000000 0.00000000
9 0.00000000 0.00000000
9 1.00000000 0.00000000
10 0.00000000 0.00000000
10 1.00000000 0.00000000
11 0.00000000 0.00000000
11 1.00000000 0.00000000
12 0.00000000 0.00000000
12 1.00000000 0.00000000
13 0.00000000 0.00000000
13 1.00000000 0.00000000
14 0.00000000 0.00000000
14 1.00000000 0.00000000
15 0.00000000 0.00000000
15 1.00000000 0.00000000
16 0.00000000 0.00000000
16 1.00000000 0.00000000
17 0.00000000 0.00000000
17 1.00000000 0.00000000
18 0.00000000 0.00000000
18 1.00000000 0.00000000
19 0.00000000 0.00000000
19 1.00000000 0.00000000
20 0.00000000 0.00000000
20 1.00000000 0.00000000
21 0.00000000 0.00000000
21 1.00000000 0.00000000
22 0.00000000 0.00000000
22 1.00000000 0.00000000
23 0.00000000 0.00000000
23 1.00000000 0.00000000
24 0.00000000 0.00000000
24 1.00000000 0.00000000
25 0.00000000 0.00000000
25 1.00000000 0.00000000
26 0.00000000 0.00000000
26 1.00000000 0.00000000
27 0.00000000 0.00000000
27 1.00000000 0.00000000
28 0.00000000 0.00000000
28 1.00000000 0.00000000
29 0.00000000 0.00000000
29 1.00000000 0.00000000
30 0.00000000 0.00000000
30 1.00000000 0.00000000
31 0.00000000 0.00000000
31 1.00000000 0.00000000
61 0.00000000 0.00000000
61 1.00000000 0.00000000
62 0.00000000 0.00000000
62 1.00000000 0.00000000
92 0.00000000 0.00000000
92 1.00000000 0.00000000
93 0.00000000 0.00000000
93 1.00000000 0.00000000
123 0.00000000 0.00000000
123 1.00000000 0.00000000
124 0.00000000 0.00000000
124 1.00000000 0.00000000
154 0.00000000 0.00000000
154 1.00000000 0.00000000
155 0.00000000 0.00000000
155 1.00000000 0.00000000
185 0.00000000 0.00000000
185 1.00000000 0.00000000
186 0.00000000 0.00000000
186 1.00000000 0.00000000
216 0.00000000 0.00000000
216 1.00000000 0.00000000
217 0.00000000 0.00000000
217 1.00000000 0.00000000
247 0.00000000 0.00000000
247 1.00000000 0.00000000
248 0.00000000 0.00000000
248 1.00000000 0.00000000
278 0.00000000 0.00000000
278 1.00000000 0.00000000
279 0.00000000 0.00000000
279 1.00000000 0.00000000
309 0.00000000 0.00000000
309 1.00000000 0.00000000
310 0.00000000 0.00000000
310 1.00000000 0.00000000
340 0.00000000 0.00000000
340 1.00000000 0.00000000
341 0.00000000 0.00000000
341 1.00000000 0.00000000
371 0.00000000 0.00000000
371 1.00000000 0.00000000
372 0.00000000 0.00000000
372 1.00000000 0.00000000
402 0.00000000 0.00000000
402 1.00000000 0.00000000
403 0.00000000 0.00000000
403 1.00000000 0.00000000
433 0.00000000 0.00000000
433 1.00000000 0.00000000
434 0.00000000 0.00000000
434 1.00000000 0.00000000
464 0.00000000 0.00000000
464 1.00000000 0.00000000
465 0.00000000 0.00000000
465 1.00000000 0.00000000
495 0.00000000 0.00000000
495 1.00000000 0.00000000
496 0.00000000 0.00000000
496 1.00000000 0.00000000
526 0.00000000 0.00000000
526 1.00000000 0.00000000
527 0.00000000 0.00000000
527 1.00000000 0.00000000
557 0.00000000 0.00000000
557 1.00000000 0.00000000
558 0.00000000 0.00000000
558 1.00000000 0.00000000
588 0.00000000 0.00000000
588 1.00000000 0.00000000
589 0.00000000 0.00000000
589 1.00000000 0.00000000
619 0.00000000 0.00000000
619 1.00000000 0.00000000
620 0.00000000 0.00000000
620 1.00000000 0.00000000
632 0.00000000 0.00000000
632 1.00000000 -0.05000000
633 0.00000000 0.00000000
633 1.00000000 -0.05000000
634 0.00000000 0.00000000
634 1.00000000 -0.05000000
635 0.00000000 0.00000000
635 1.00000000 -0.05000000
636 0.00000000 0.00000000
636 1.00000000 -0.05000000
637 0.00000000 0.00000000
637 1.00000000 -0.05000000
638 0.00000000 0.00000000
638 1.00000000 -0.05000000
650 0.00000000 0.00000000
650 1.00000000 0.00000000
